date,student_name,center,city,grade,present
2024-09-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-03,Neha Sharma,Delhi-05,Delhi,6th,0
2024-09-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-05,Neha Sharma,Delhi-05,Delhi,6th,0
2024-09-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-10,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-11,Neha Sharma,Delhi-05,Delhi,6th,0
2024-09-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-14,Neha Sharma,Delhi-05,Delhi,6th,0
2024-09-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-16,Neha Sharma,Delhi-05,Delhi,6th,0
2024-09-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-25,Neha Sharma,Delhi-05,Delhi,6th,0
2024-09-26,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-09-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-01,Neha Sharma,Delhi-05,Delhi,6th,0
2024-10-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-10,Neha Sharma,Delhi-05,Delhi,6th,0
2024-10-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-26,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-10-31,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-02,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-05,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-08,Neha Sharma,Delhi-05,Delhi,6th,0
2024-11-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-10,Neha Sharma,Delhi-05,Delhi,6th,0
2024-11-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-13,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-14,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-16,Neha Sharma,Delhi-05,Delhi,6th,0
2024-11-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-18,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-20,Neha Sharma,Delhi-05,Delhi,6th,0
2024-11-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-23,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-26,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-11-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-01,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-02,Neha Sharma,Delhi-05,Delhi,6th,0
2024-12-03,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-04,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-05,Neha Sharma,Delhi-05,Delhi,6th,0
2024-12-06,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-07,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-08,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-09,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-10,Neha Sharma,Delhi-05,Delhi,6th,0
2024-12-11,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-12,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-13,Neha Sharma,Delhi-05,Delhi,6th,0
2024-12-14,Neha Sharma,Delhi-05,Delhi,6th,0
2024-12-15,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-16,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-17,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-18,Neha Sharma,Delhi-05,Delhi,6th,0
2024-12-19,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-20,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-21,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-22,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-23,Neha Sharma,Delhi-05,Delhi,6th,0
2024-12-24,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-25,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-26,Neha Sharma,Delhi-05,Delhi,6th,0
2024-12-27,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-28,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-29,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-30,Neha Sharma,Delhi-05,Delhi,6th,1
2024-12-31,Neha Sharma,Delhi-05,Delhi,6th,0
2024-01-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-08,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-01-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-15,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-01-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-22,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-01-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-31,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-10,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-02-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-13,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-02-14,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-02-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-19,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-02-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-22,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-23,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-02-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-02-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-02,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-03-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-06,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-03-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-17,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-03-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-22,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-28,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-03-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-03-31,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-16,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-04-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-22,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-04-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-04,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-05-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-22,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-25,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-05-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-29,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-05-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-05-31,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-03,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-06-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-06,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-06-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-21,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-06-22,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-26,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-06-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-06-29,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-06-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-10,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-07-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-21,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-07-22,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-07-30,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-07-31,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-09,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-08-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-18,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-08-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-22,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-23,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-08-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-29,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-08-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-08-31,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-22,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-09-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-09-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-09,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-10-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-16,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-10-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-19,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-10-20,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-10-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-22,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-10-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
